text,rate
"









  
  
    
  Really hard to review number 2 pencils? These were required for my children's school. I have three kids and didn't want to buy multiple sets of 24 pre-sharpened pencils. I bought this and then counted them out and we still have more than enough for the house, my office, and probably for next year!

  
",5.0 out of 5 stars
"









  
  
    
  Gave to grandsons first grade teacher turned out her first year of teaching she was so excited!!

  
",5.0 out of 5 stars
"









  
  
    
  Write on!!

  
",5.0 out of 5 stars
"









  
  
    
  Great for my students that go through pencils like there is no tomorrow!!!

  
",5.0 out of 5 stars
"









  
  
    
  Good quality for an awesome price! I bought these for my operation Christmas child packing party and they seem good quality. Very happy!

  
",5.0 out of 5 stars
"









  
  
    
  perfect for the classroom

  
",5.0 out of 5 stars
"









  
  
    
  Don't overthink this. Good pencils, cheap.You have other things to worry about.

  
",5.0 out of 5 stars
"









  
  
    
  Great buy and loved that they are sharpened.

  
",5.0 out of 5 stars
"









  
  
    
  Great buy!

  
",5.0 out of 5 stars
"









  
  
    
  Amazing product. Perfect. Packaged well, delivered on time, and the product lives up to its claims.

  
",5.0 out of 5 stars
"









  
  
    
  Arrived quickly, all pencils are sharpened and ready to use!

  
",5.0 out of 5 stars
"









  
  
    
  Great box of pencils!  My kids go through pencils like water, so It's nice to have a large supply of pencils presharpened.

  
",5.0 out of 5 stars
"









  
  
    
  These pencils come already sharpened and are exactly as they are described. I use them for my students when they forget to bring their own. Simple with a decent quality lead center.

  
",5.0 out of 5 stars
"









  
  
    
  Great quality for price.

  
",5.0 out of 5 stars
"









  
  
    
  THese pencils worked out great!

  
",5.0 out of 5 stars
"









  
  
    
  The pencils are nice and sharpened and the eraser is good!

  
",5.0 out of 5 stars
"









  
  
    
  Very good ~!!!!

  
",5.0 out of 5 stars
"









  
  
    
  They have a nice feel. It last a good time. It makes doing work easy.

  
",4.0 out of 5 stars
"









  
  
    
  It was nice to have all of these pencils pre sharpened.  They seem like a good quality for the price paid.

  
",5.0 out of 5 stars
"









  
  
    
  Ok

  
",4.0 out of 5 stars
"









  
  
    
  Got these to gift to my kids’s teachers.

  
",5.0 out of 5 stars
"









  
  
    
  Perfectly sharpened Pencils, every time.

  
",5.0 out of 5 stars
"









  
  
    
  Works as advertised

  
",5.0 out of 5 stars
"









  
  
    
  Haven't used the yet, but they are for a bible lesson in Kenya, I'm sure the children will be delighted.

  
",5.0 out of 5 stars
"









  
  
    
  It was so great to not have to sharpen these!

  
",5.0 out of 5 stars
"









  
  
    
  simple, high quality, exactly what I wanted. No issues.

  
",5.0 out of 5 stars
"









  
  
    
  I love the product and it is very comfortable the price and it is excellent material I recommend it.

  
",5.0 out of 5 stars
"









  
  
    
  Excellent buy

  
",5.0 out of 5 stars
"









  
  
    
  Thank god for presharpened pencils! We will reorder again next school year for sure!

  
",5.0 out of 5 stars
"









  
  
    
  Gave them to my kids teacher she loved them

  
",5.0 out of 5 stars
"









  
  
    
  this pencil is very strong e high quality

  
",4.0 out of 5 stars
"









  
  
    
  150 pre-sharpened pencils -- what more can a teacher ask for?

  
",5.0 out of 5 stars
"









  
  
    
  Great for classroom donation

  
",5.0 out of 5 stars
"









  
  
    
  We wrote out 25 different sayings on the pencils to be sent in as class pencils for those that ""miss the point"".

  
",5.0 out of 5 stars
"









  
  
    
  Love them!

  
",5.0 out of 5 stars
"









  
  
    
  Good

  
",5.0 out of 5 stars
"









  
  
    
  Great value and pre sharpened number twos!!! This is a teacher dream.

  
",5.0 out of 5 stars
"









  
  
    
  Took a while to get here but high quality and works great for a lot of math class work.

  
",5.0 out of 5 stars
"









  
  
    
  Great value

  
",5.0 out of 5 stars
"









  
  
    
  Got these for a school supply drive great piece to buy in bulk

  
",5.0 out of 5 stars
"









  
  
    
  Very good quality for the price. Would buy again and I’m sure I’ll have to soon because kids always loose them!

  
",5.0 out of 5 stars
"









  
  
    
  Easy

  
",5.0 out of 5 stars
"









  
  
    
  Good

  
",5.0 out of 5 stars
"









  
  
    
  Nice pencils

  
",5.0 out of 5 stars
"









  
  
    
  Great valuw

  
",5.0 out of 5 stars
"









  
  
    
  I am a third grade teacher and I bought these pencils to try to alleviate some of my pencil sharpening nightmares. Once these pencils get dull, they do not sharpen well in either my automatic pencil sharpener, nor my manual pencil sharpener. The lead never gets sharper, and the sides get uneven making the pencil useless.

  
",3.0 out of 5 stars
"









  
  
    
  Excellent product

  
",5.0 out of 5 stars
"









  
  
    
  Not sharpened fantastically but they're definitely sharpened, eraser works fine not like some cheap pencils.

  
",5.0 out of 5 stars
"









  
  
    
  Great quality and enough to last the entire school year!

  
",5.0 out of 5 stars
"









  
  
    
  Good deal~

  
",5.0 out of 5 stars
"









  
  
    
  The pencils are good writing is easy the only thing is the quality could be better but other than that this is a perfect pencil

  
",5.0 out of 5 stars
"









  
  
    
  Great

  
",5.0 out of 5 stars
"









  
  
    
  The price is cheap and the quality is good

  
",4.0 out of 5 stars
"









  
  
    
  Great deal and high quality

  
",5.0 out of 5 stars
"









  
  
    
  Got what I wanted. I guess you can't go wrong with a simple box of N2s.

  
",5.0 out of 5 stars
"









  
  
    
  Great deal but erasers aren't quality

  
",1.0 out of 5 stars
"









  
  
    
  They sharpen well

  
",4.0 out of 5 stars
"









  
  
    
  Exactly what I expected

  
",5.0 out of 5 stars
"









  
  
    
  Good for what I paid! I did not count the pencils but there is a full box

  
",5.0 out of 5 stars
"









  
  
    
  Perfect for school!

  
",5.0 out of 5 stars
"









  
  
    
  Great Product it fulfill it's purpose without any issue.

  
",5.0 out of 5 stars
"









  
  
    
  Very reasonable price for this product...

  
",5.0 out of 5 stars
"









  
  
    
  Great pencils - all sharp and ready to use.

  
",5.0 out of 5 stars
"









  
  
    
  My students love them!

  
",5.0 out of 5 stars
"









  
  
    
  Love that they are pre sharpened. Comes packaged well and are quality pencils.

  
",5.0 out of 5 stars
"









  
  
    
  just what i needed for work

  
",5.0 out of 5 stars
"









  
  
    
  Good

  
",5.0 out of 5 stars
"









  
  
    
  Worth buying

  
",5.0 out of 5 stars
"









  
  
    
  Pre sharpened

  
",5.0 out of 5 stars
"









  
  
    
  Bought for donation to homeless, great value for price

  
",5.0 out of 5 stars
"









  
  
    
  Very pleased

  
",5.0 out of 5 stars
"









  
  
    
  Exactly what I expected.

  
",5.0 out of 5 stars
"









  
  
    
  Perfect for school

  
",5.0 out of 5 stars
"









  
  
    
  Does not sharpen well...you will be wasting half of the pencil sharpening it.

  
",2.0 out of 5 stars
"









  
  
    
  Great for the price

  
",4.0 out of 5 stars
"









  
  
    
  Pre-sharpened, good quality pencils

  
",5.0 out of 5 stars
"









  
  
    
  Pencils for life! SO MANY IN THIS BOX. And they are sharpened!!!

  
",5.0 out of 5 stars
"









  
  
    
  Exactly as expected! Love these

  
",5.0 out of 5 stars
"









  
  
    
  Just as described

  
",5.0 out of 5 stars
"









  
  
    
  Good value

  
",5.0 out of 5 stars
"









  
  
    
  Great deal

  
",5.0 out of 5 stars
"









  
  
    
  Perfect addition for the classroom especially for testing .

  
",5.0 out of 5 stars
"









  
  
    
  i love wood pencils! they are easier to hold on to than mechanical pencils

  
",4.0 out of 5 stars
"









  
  
    
  Presharpened, so students don't have to disturb the class with the noise of a pencil sharpener when they need a pencil!

  
",5.0 out of 5 stars
"









  
  
    
  Great buy . Cheap and still good quality . Students always lose their pencils and just makes it easy to replace

  
",5.0 out of 5 stars
"









  
  
    
  Bunch of sharpened pencils. Not expensive.

  
",5.0 out of 5 stars
"









  
  
    
  Not a lot you can say about pencils :).  But these are very functional and an excellent value.  I like that they are presharpened.  I have a wood shop and was often frustrated not having a sharp pencil at hand.  Now solved -

  
",5.0 out of 5 stars
"









  
  
    
  These are great pencils for a great price!

  
",5.0 out of 5 stars
"









  
  
    
  Lot of them for price

  
",5.0 out of 5 stars
"









  
  
    
  Great value and the teacher loved them!

  
",5.0 out of 5 stars
"









  
  
    
  Very strong and good quality

  
",5.0 out of 5 stars
"









  
  
    
  Love it

  
",5.0 out of 5 stars
"









  
  
    
  More than enough

  
",5.0 out of 5 stars
"









  
  
    
  Awesome!

  
",5.0 out of 5 stars
"









  
  
    
  Buy them all the time, Pre sharpened and great pencils, I keep my house stocked for the kids.

  
",5.0 out of 5 stars
"









  
  
    
  These are perfect! I walked around with the box showing them to all my teacher friends. They were perfectly sharpened and it spoke to my OCD. I would recommend!

  
",5.0 out of 5 stars
"









  
  
    
  Bought these for one of my kids teachers. She loves them!

  
",5.0 out of 5 stars
"









  
  
    
  Strong pencils. Lasts long

  
",5.0 out of 5 stars
"









  
  
    
  Good product!

  
",5.0 out of 5 stars
"









  
  
    
  Great price for so many pencils!

  
",5.0 out of 5 stars
